iter SLP Tperiod AMP_WK Xslp
920 0.1 4 1.5 924
921 0.1 5 0.5 924
922 0.1 5 0.61 924
923 0.1 5 0.72 924
924 0.1 5 0.83 924
925 0.1 5 0.94 924
926 0.1 5 1.06 924
927 0.1 5 1.17 924
928 0.1 5 1.28 924
929 0.1 5 1.39 924
930 0.1 5 1.5 924
931 0.1 6 0.5 924
932 0.1 6 0.61 924
933 0.1 6 0.72 924
934 0.1 6 0.83 924
935 0.1 6 0.94 924
936 0.1 6 1.06 924
937 0.1 6 1.17 924
938 0.1 6 1.28 924
939 0.1 6 1.39 924
940 0.1 6 1.5 924
941 0.1 7 0.5 924
942 0.1 7 0.61 924
943 0.1 7 0.72 924
944 0.1 7 0.83 924
945 0.1 7 0.94 924
946 0.1 7 1.06 924
947 0.1 7 1.17 924
948 0.1 7 1.28 924
949 0.1 7 1.39 924
950 0.1 7 1.5 924
951 0.1 8 0.5 924
952 0.1 8 0.61 924
953 0.1 8 0.72 924
954 0.1 8 0.83 924
955 0.1 8 0.94 924
956 0.1 8 1.06 924
957 0.1 8 1.17 924
958 0.1 8 1.28 924
959 0.1 8 1.39 924
960 0.1 8 1.5 924
961 0.1 9 0.5 924
962 0.1 9 0.61 924
963 0.1 9 0.72 924
964 0.1 9 0.83 924
965 0.1 9 0.94 924
966 0.1 9 1.06 924
967 0.1 9 1.17 924
968 0.1 9 1.28 924
969 0.1 9 1.39 924
970 0.1 9 1.5 924
971 0.1 10 0.5 924
972 0.1 10 0.61 924
973 0.1 10 0.72 924
974 0.1 10 0.83 924
975 0.1 10 0.94 924
976 0.1 10 1.06 924
977 0.1 10 1.17 924
978 0.1 10 1.28 924
979 0.1 10 1.39 924
980 0.1 10 1.5 924
981 0.1 11 0.5 924
982 0.1 11 0.61 924
983 0.1 11 0.72 924
984 0.1 11 0.83 924
985 0.1 11 0.94 924
986 0.1 11 1.06 924
987 0.1 11 1.17 924
988 0.1 11 1.28 924
989 0.1 11 1.39 924
990 0.1 11 1.5 924
991 0.1 12 0.5 924
992 0.1 12 0.61 924
993 0.1 12 0.72 924
994 0.1 12 0.83 924
995 0.1 12 0.94 924
996 0.1 12 1.06 924
997 0.1 12 1.17 924
998 0.1 12 1.28 924
999 0.1 12 1.39 924
1000 0.1 12 1.5 924
